remark,CSV-Import-Export,,,,,
remark,Date = Wed Mar  8 13:46:26 2023,,,,,
remark,Version = RSLogix 5000 v31.02,,,,,
remark,Owner = Triplex,,,,,
remark,Company = ,,,,,
0.3,,,,,,
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,HBF_B_IO,,EnetCommSts,,"(Constant := false, ExternalAccess := Read/Write)"
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[0],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[1],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[2],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[3],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[4],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[5],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[6],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[7],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[8],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[9],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[10],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[11],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[12],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[13],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[14],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[15],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[16],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[17],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[18],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[19],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[20],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[21],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[22],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[23],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[24],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[25],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[26],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[27],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[28],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[29],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[30],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[31],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[32],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[33],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[34],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[35],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[36],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[37],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[38],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[39],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[40],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[41],
COMMENT,,HBF_B_IO,,,HBF_B_IO.IP[42],
