Permissive,Description,Logic
XC7150_Perm1.Inp_Perm07,,
XC7150_Perm1.Inp_Perm08,,
XC7150_Perm2.Inp_Perm00,,
XC7150_Perm2.Inp_Perm01,,
XC7150_Perm2.Inp_Perm02,,
XC7150_Perm2.Inp_Perm03,,
XC7150_Perm2.Inp_Perm04,,
XC7150_Perm2.Inp_Perm05,,
XC7150_Perm2.Inp_Perm06,,
XC7150_Perm2.Inp_Perm07,,
XC7150_Perm2.Inp_Perm08,,
XC7150_Perm3.Inp_Perm00,,
XC7150_Perm3.Inp_Perm01,,
XC7150_Perm3.Inp_Perm02,,
XC7150_Perm3.Inp_Perm03,,
XC7150_Perm3.Inp_Perm04,,
XC7150_Perm3.Inp_Perm05,,
XC7150_Perm3.Inp_Perm06,,
XC7150_Perm3.Inp_Perm07,,
XC7150_Perm3.Inp_Perm08,,
XC7151_Perm0.Inp_Perm00,,
XC7151_Perm0.Inp_Perm01,,
XC7151_Perm0.Inp_Perm02,,
XC7151_Perm0.Inp_Perm03,,
XC7151_Perm0.Inp_Perm04,,
XC7151_Perm0.Inp_Perm05,,
XC7151_Perm0.Inp_Perm06,,
XC7151_Perm0.Inp_Perm07,,
XC7151_Perm0.Inp_Perm08,,
XC7151_Perm1.Inp_Perm00,,
XC7151_Perm1.Inp_Perm01,,
XC7151_Perm1.Inp_Perm02,,
XC7151_Perm1.Inp_Perm03,,
XC7151_Perm1.Inp_Perm04,,
XC7151_Perm1.Inp_Perm05,,
XC7151_Perm1.Inp_Perm06,,
XC7151_Perm1.Inp_Perm07,,
XC7151_Perm1.Inp_Perm08,,
XC7151_Perm2.Inp_Perm00,,
XC7151_Perm2.Inp_Perm01,,
XC7151_Perm2.Inp_Perm02,,
XC7151_Perm2.Inp_Perm03,,
XC7151_Perm2.Inp_Perm04,,
XC7151_Perm2.Inp_Perm05,,
XC7151_Perm2.Inp_Perm06,,
XC7151_Perm2.Inp_Perm07,,
XC7151_Perm2.Inp_Perm08,,
XC7151_Perm3.Inp_Perm00,,
XC7151_Perm3.Inp_Perm01,,
XC7151_Perm3.Inp_Perm02,,
XC7151_Perm3.Inp_Perm03,,
XC7151_Perm3.Inp_Perm04,,
XC7151_Perm3.Inp_Perm05,,
XC7151_Perm3.Inp_Perm06,,
XC7151_Perm3.Inp_Perm07,,
XC7151_Perm3.Inp_Perm08,,
XC7155_Perm0.Inp_Perm00,,
XC7155_Perm0.Inp_Perm01,,
XC7155_Perm0.Inp_Perm02,,
XC7155_Perm0.Inp_Perm03,,
XC7155_Perm0.Inp_Perm04,,
XC7155_Perm0.Inp_Perm05,,
XC7155_Perm0.Inp_Perm06,,
XC7155_Perm0.Inp_Perm07,,
XC7155_Perm0.Inp_Perm08,,
XC7155_Perm1.Inp_Perm00,,
XC7155_Perm1.Inp_Perm01,,
XC7155_Perm1.Inp_Perm02,,
XC7155_Perm1.Inp_Perm03,,
XC7155_Perm1.Inp_Perm04,,
XC7155_Perm1.Inp_Perm05,,
XC7155_Perm1.Inp_Perm06,,
XC7155_Perm1.Inp_Perm07,,
XC7155_Perm1.Inp_Perm08,,
XC7155_Perm2.Inp_Perm00,,
XC7155_Perm2.Inp_Perm01,,
XC7155_Perm2.Inp_Perm02,,
XC7155_Perm2.Inp_Perm03,,
XC7155_Perm2.Inp_Perm04,,
XC7155_Perm2.Inp_Perm05,,
XC7155_Perm2.Inp_Perm06,,
XC7155_Perm2.Inp_Perm07,,
XC7155_Perm2.Inp_Perm08,,
XC7155_Perm3.Inp_Perm00,,
XC7155_Perm3.Inp_Perm01,,
XC7155_Perm3.Inp_Perm02,,
XC7155_Perm3.Inp_Perm03,,
XC7155_Perm3.Inp_Perm04,,
XC7155_Perm3.Inp_Perm05,,
XC7155_Perm3.Inp_Perm06,,
XC7155_Perm3.Inp_Perm07,,
XC7155_Perm3.Inp_Perm08,,
XC7156_Perm0.Inp_Perm00,,
XC7156_Perm0.Inp_Perm01,,
XC7156_Perm0.Inp_Perm02,,
XC7156_Perm0.Inp_Perm03,,
XC7156_Perm0.Inp_Perm04,,
XC7156_Perm0.Inp_Perm05,,
XC7156_Perm0.Inp_Perm06,,
XC7156_Perm0.Inp_Perm07,,
XC7156_Perm0.Inp_Perm08,,
XC7156_Perm1.Inp_Perm00,,
XC7156_Perm1.Inp_Perm01,,
XC7156_Perm1.Inp_Perm02,,
XC7156_Perm1.Inp_Perm03,,
XC7156_Perm1.Inp_Perm04,,
XC7156_Perm1.Inp_Perm05,,
XC7156_Perm1.Inp_Perm06,,
XC7156_Perm1.Inp_Perm07,,
XC7156_Perm1.Inp_Perm08,,
XC7156_Perm2.Inp_Perm00,,
XC7156_Perm2.Inp_Perm01,,
XC7156_Perm2.Inp_Perm02,,
XC7156_Perm2.Inp_Perm03,,
XC7156_Perm2.Inp_Perm04,,
XC7156_Perm2.Inp_Perm05,,
XC7156_Perm2.Inp_Perm06,,
XC7156_Perm2.Inp_Perm07,,
XC7156_Perm2.Inp_Perm08,,
XC7156_Perm3.Inp_Perm00,,
XC7156_Perm3.Inp_Perm01,,
XC7156_Perm3.Inp_Perm02,,
XC7156_Perm3.Inp_Perm03,,
XC7156_Perm3.Inp_Perm04,,
XC7156_Perm3.Inp_Perm05,,
XC7156_Perm3.Inp_Perm06,,
XC7156_Perm3.Inp_Perm07,,
XC7156_Perm3.Inp_Perm08,,
XC7160_Perm0.Inp_Perm00,,
XC7160_Perm0.Inp_Perm01,,
XC7160_Perm0.Inp_Perm02,,
XC7160_Perm0.Inp_Perm03,,
XC7160_Perm0.Inp_Perm04,,
XC7160_Perm0.Inp_Perm05,,
XC7160_Perm0.Inp_Perm06,,
XC7160_Perm0.Inp_Perm07,,
XC7160_Perm0.Inp_Perm08,,
XC7160_Perm1.Inp_Perm00,,
XC7160_Perm1.Inp_Perm01,,
XC7160_Perm1.Inp_Perm02,,
XC7160_Perm1.Inp_Perm03,,
XC7160_Perm1.Inp_Perm04,,
XC7160_Perm1.Inp_Perm05,,
XC7160_Perm1.Inp_Perm06,,
XC7160_Perm1.Inp_Perm07,,
XC7160_Perm1.Inp_Perm08,,
XC7160_Perm2.Inp_Perm00,,
XC7160_Perm2.Inp_Perm01,,
XC7160_Perm2.Inp_Perm02,,
XC7160_Perm2.Inp_Perm03,,
XC7160_Perm2.Inp_Perm04,,
XC7160_Perm2.Inp_Perm05,,
XC7160_Perm2.Inp_Perm06,,
XC7160_Perm2.Inp_Perm07,,
XC7160_Perm2.Inp_Perm08,,
XC7160_Perm3.Inp_Perm00,,
XC7160_Perm3.Inp_Perm01,,
XC7160_Perm3.Inp_Perm02,,
XC7160_Perm3.Inp_Perm03,,
XC7160_Perm3.Inp_Perm04,,
XC7160_Perm3.Inp_Perm05,,
XC7160_Perm3.Inp_Perm06,,
XC7160_Perm3.Inp_Perm07,,
XC7160_Perm3.Inp_Perm08,,
XC7161_Perm0.Inp_Perm00,,
XC7161_Perm0.Inp_Perm01,,
XC7161_Perm0.Inp_Perm02,,
XC7161_Perm0.Inp_Perm03,,
XC7161_Perm0.Inp_Perm04,,
XC7161_Perm0.Inp_Perm05,,
XC7161_Perm0.Inp_Perm06,,
XC7161_Perm0.Inp_Perm07,,
XC7161_Perm0.Inp_Perm08,,
XC7161_Perm1.Inp_Perm00,,
XC7161_Perm1.Inp_Perm01,,
XC7161_Perm1.Inp_Perm02,,
XC7161_Perm1.Inp_Perm03,,
XC7161_Perm1.Inp_Perm04,,
XC7161_Perm1.Inp_Perm05,,
XC7161_Perm1.Inp_Perm06,,
XC7161_Perm1.Inp_Perm07,,
XC7161_Perm1.Inp_Perm08,,
XC7161_Perm2.Inp_Perm00,,
XC7161_Perm2.Inp_Perm01,,
XC7161_Perm2.Inp_Perm02,,
XC7161_Perm2.Inp_Perm03,,
XC7161_Perm2.Inp_Perm04,,
XC7161_Perm2.Inp_Perm05,,
XC7161_Perm2.Inp_Perm06,,
XC7161_Perm2.Inp_Perm07,,
XC7161_Perm2.Inp_Perm08,,
XC7161_Perm3.Inp_Perm00,,
XC7161_Perm3.Inp_Perm01,,
XC7161_Perm3.Inp_Perm02,,
XC7161_Perm3.Inp_Perm03,,
XC7161_Perm3.Inp_Perm04,,
XC7161_Perm3.Inp_Perm05,,
XC7161_Perm3.Inp_Perm06,,
XC7161_Perm3.Inp_Perm07,,
XC7161_Perm3.Inp_Perm08,,
XC7165_Perm0.Inp_Perm00,,
XC7165_Perm0.Inp_Perm01,,
XC7165_Perm0.Inp_Perm02,,
XC7165_Perm0.Inp_Perm03,,
XC7165_Perm0.Inp_Perm04,,
XC7165_Perm0.Inp_Perm05,,
XC7165_Perm0.Inp_Perm06,,
XC7165_Perm0.Inp_Perm07,,
XC7165_Perm0.Inp_Perm08,,
XC7165_Perm1.Inp_Perm00,,
XC7165_Perm1.Inp_Perm01,,
XC7165_Perm1.Inp_Perm02,,
XC7165_Perm1.Inp_Perm03,,
XC7165_Perm1.Inp_Perm04,,
XC7165_Perm1.Inp_Perm05,,
XC7165_Perm1.Inp_Perm06,,
XC7165_Perm1.Inp_Perm07,,
XC7165_Perm1.Inp_Perm08,,
XC7165_Perm2.Inp_Perm00,,
XC7165_Perm2.Inp_Perm01,,
XC7165_Perm2.Inp_Perm02,,
XC7165_Perm2.Inp_Perm03,,
XC7165_Perm2.Inp_Perm04,,
XC7165_Perm2.Inp_Perm05,,
XC7165_Perm2.Inp_Perm06,,
XC7165_Perm2.Inp_Perm07,,
XC7165_Perm2.Inp_Perm08,,
XC7165_Perm3.Inp_Perm00,,
XC7165_Perm3.Inp_Perm01,,
XC7165_Perm3.Inp_Perm02,,
XC7165_Perm3.Inp_Perm03,,
XC7165_Perm3.Inp_Perm04,,
XC7165_Perm3.Inp_Perm05,,
XC7165_Perm3.Inp_Perm06,,
XC7165_Perm3.Inp_Perm07,,
XC7165_Perm3.Inp_Perm08,,
XC7166_Perm0.Inp_Perm00,,
XC7166_Perm0.Inp_Perm01,,
XC7166_Perm0.Inp_Perm02,,
XC7166_Perm0.Inp_Perm03,,
XC7166_Perm0.Inp_Perm04,,
XC7166_Perm0.Inp_Perm05,,
XC7166_Perm0.Inp_Perm06,,
XC7166_Perm0.Inp_Perm07,,
XC7166_Perm0.Inp_Perm08,,
XC7166_Perm1.Inp_Perm00,,
XC7166_Perm1.Inp_Perm01,,
XC7166_Perm1.Inp_Perm02,,
XC7166_Perm1.Inp_Perm03,,
XC7166_Perm1.Inp_Perm04,,
XC7166_Perm1.Inp_Perm05,,
XC7166_Perm1.Inp_Perm06,,
XC7166_Perm1.Inp_Perm07,,
XC7166_Perm1.Inp_Perm08,,
XC7166_Perm2.Inp_Perm00,,
XC7166_Perm2.Inp_Perm01,,
XC7166_Perm2.Inp_Perm02,,
XC7166_Perm2.Inp_Perm03,,
XC7166_Perm2.Inp_Perm04,,
XC7166_Perm2.Inp_Perm05,,
XC7166_Perm2.Inp_Perm06,,
XC7166_Perm2.Inp_Perm07,,
XC7166_Perm2.Inp_Perm08,,
XC7166_Perm3.Inp_Perm00,,
XC7166_Perm3.Inp_Perm01,,
XC7166_Perm3.Inp_Perm02,,
XC7166_Perm3.Inp_Perm03,,
XC7166_Perm3.Inp_Perm04,,
XC7166_Perm3.Inp_Perm05,,
XC7166_Perm3.Inp_Perm06,,
XC7166_Perm3.Inp_Perm07,,
XC7166_Perm3.Inp_Perm08,,
XC7170_Perm0.Inp_Perm00,,
XC7170_Perm0.Inp_Perm01,,
XC7170_Perm0.Inp_Perm02,,
XC7170_Perm0.Inp_Perm03,,
XC7170_Perm0.Inp_Perm04,,
XC7170_Perm0.Inp_Perm05,,
XC7170_Perm0.Inp_Perm06,,
XC7170_Perm0.Inp_Perm07,,
XC7170_Perm0.Inp_Perm08,,
XC7170_Perm1.Inp_Perm00,,
XC7170_Perm1.Inp_Perm01,,
XC7170_Perm1.Inp_Perm02,,
XC7170_Perm1.Inp_Perm03,,
XC7170_Perm1.Inp_Perm04,,
XC7170_Perm1.Inp_Perm05,,
XC7170_Perm1.Inp_Perm06,,
XC7170_Perm1.Inp_Perm07,,
XC7170_Perm1.Inp_Perm08,,
XC7170_Perm2.Inp_Perm00,,
XC7170_Perm2.Inp_Perm01,,
XC7170_Perm2.Inp_Perm02,,
XC7170_Perm2.Inp_Perm03,,
XC7170_Perm2.Inp_Perm04,,
XC7170_Perm2.Inp_Perm05,,
XC7170_Perm2.Inp_Perm06,,
XC7170_Perm2.Inp_Perm07,,
XC7170_Perm2.Inp_Perm08,,
XC7170_Perm3.Inp_Perm00,,
XC7170_Perm3.Inp_Perm01,,
XC7170_Perm3.Inp_Perm02,,
XC7170_Perm3.Inp_Perm03,,
XC7170_Perm3.Inp_Perm04,,
XC7170_Perm3.Inp_Perm05,,
XC7170_Perm3.Inp_Perm06,,
XC7170_Perm3.Inp_Perm07,,
XC7170_Perm3.Inp_Perm08,,
XC7171_Perm0.Inp_Perm00,,
XC7171_Perm0.Inp_Perm01,,
XC7171_Perm0.Inp_Perm02,,
XC7171_Perm0.Inp_Perm03,,
XC7171_Perm0.Inp_Perm04,,
XC7171_Perm0.Inp_Perm05,,
XC7171_Perm0.Inp_Perm06,,
XC7171_Perm0.Inp_Perm07,,
XC7171_Perm0.Inp_Perm08,,
XC7171_Perm1.Inp_Perm00,,
XC7171_Perm1.Inp_Perm01,,
XC7171_Perm1.Inp_Perm02,,
XC7171_Perm1.Inp_Perm03,,
XC7171_Perm1.Inp_Perm04,,
XC7171_Perm1.Inp_Perm05,,
XC7171_Perm1.Inp_Perm06,,
XC7171_Perm1.Inp_Perm07,,
XC7171_Perm1.Inp_Perm08,,
XC7171_Perm2.Inp_Perm00,,
XC7171_Perm2.Inp_Perm01,,
XC7171_Perm2.Inp_Perm02,,
XC7171_Perm2.Inp_Perm03,,
XC7171_Perm2.Inp_Perm04,,
XC7171_Perm2.Inp_Perm05,,
XC7171_Perm2.Inp_Perm06,,
XC7171_Perm2.Inp_Perm07,,
XC7171_Perm2.Inp_Perm08,,
XC7171_Perm3.Inp_Perm00,,
XC7171_Perm3.Inp_Perm01,,
XC7171_Perm3.Inp_Perm02,,
XC7171_Perm3.Inp_Perm03,,
XC7171_Perm3.Inp_Perm04,,
XC7171_Perm3.Inp_Perm05,,
XC7171_Perm3.Inp_Perm06,,
XC7171_Perm3.Inp_Perm07,,
XC7171_Perm3.Inp_Perm08,,
XC7175_Perm0.Inp_Perm00,,
XC7175_Perm0.Inp_Perm01,,
XC7175_Perm0.Inp_Perm02,,
XC7175_Perm0.Inp_Perm03,,
XC7175_Perm0.Inp_Perm04,,
XC7175_Perm0.Inp_Perm05,,
XC7175_Perm0.Inp_Perm06,,
XC7175_Perm0.Inp_Perm07,,
XC7175_Perm0.Inp_Perm08,,
XC7175_Perm1.Inp_Perm00,,
XC7175_Perm1.Inp_Perm01,,
XC7175_Perm1.Inp_Perm02,,
XC7175_Perm1.Inp_Perm03,,
XC7175_Perm1.Inp_Perm04,,
XC7175_Perm1.Inp_Perm05,,
XC7175_Perm1.Inp_Perm06,,
XC7175_Perm1.Inp_Perm07,,
XC7175_Perm1.Inp_Perm08,,
XC7175_Perm2.Inp_Perm00,,
XC7175_Perm2.Inp_Perm01,,
XC7175_Perm2.Inp_Perm02,,
XC7175_Perm2.Inp_Perm03,,
XC7175_Perm2.Inp_Perm04,,
XC7175_Perm2.Inp_Perm05,,
XC7175_Perm2.Inp_Perm06,,
XC7175_Perm2.Inp_Perm07,,
XC7175_Perm2.Inp_Perm08,,
XC7175_Perm3.Inp_Perm00,,
XC7175_Perm3.Inp_Perm01,,
XC7175_Perm3.Inp_Perm02,,
XC7175_Perm3.Inp_Perm03,,
XC7175_Perm3.Inp_Perm04,,
XC7175_Perm3.Inp_Perm05,,
XC7175_Perm3.Inp_Perm06,,
XC7175_Perm3.Inp_Perm07,,
XC7175_Perm3.Inp_Perm08,,
XC7176_Perm0.Inp_Perm00,,
XC7176_Perm0.Inp_Perm01,,
XC7176_Perm0.Inp_Perm02,,
XC7176_Perm0.Inp_Perm03,,
XC7176_Perm0.Inp_Perm04,,
XC7176_Perm0.Inp_Perm05,,
XC7176_Perm0.Inp_Perm06,,
XC7176_Perm0.Inp_Perm07,,
XC7176_Perm0.Inp_Perm08,,
XC7176_Perm1.Inp_Perm00,,
XC7176_Perm1.Inp_Perm01,,
XC7176_Perm1.Inp_Perm02,,
XC7176_Perm1.Inp_Perm03,,
XC7176_Perm1.Inp_Perm04,,
XC7176_Perm1.Inp_Perm05,,
XC7176_Perm1.Inp_Perm06,,
XC7176_Perm1.Inp_Perm07,,
XC7176_Perm1.Inp_Perm08,,
XC7176_Perm2.Inp_Perm00,,
XC7176_Perm2.Inp_Perm01,,
XC7176_Perm2.Inp_Perm02,,
XC7176_Perm2.Inp_Perm03,,
XC7176_Perm2.Inp_Perm04,,
XC7176_Perm2.Inp_Perm05,,
XC7176_Perm2.Inp_Perm06,,
XC7176_Perm2.Inp_Perm07,,
XC7176_Perm2.Inp_Perm08,,
XC7176_Perm3.Inp_Perm00,,
XC7176_Perm3.Inp_Perm01,,
XC7176_Perm3.Inp_Perm02,,
XC7176_Perm3.Inp_Perm03,,
XC7176_Perm3.Inp_Perm04,,
XC7176_Perm3.Inp_Perm05,,
XC7176_Perm3.Inp_Perm06,,
XC7176_Perm3.Inp_Perm07,,
XC7176_Perm3.Inp_Perm08,,
