remark,CSV-Import-Export,,,,,
remark,Date = Fri Mar 31 08:21:41 2023,,,,,
remark,Version = RSLogix 5000 v32.04,,,,,
remark,Owner = Triplex,,,,,
remark,Company = ,,,,,
0.3,,,,,,
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,MOLA_L01_IO_B,,EnetCommSts,,"(Constant := false, ExternalAccess := Read/Write)"
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[0],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[1],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[2],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[3],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[4],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[5],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[6],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[7],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[8],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[9],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[10],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[11],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[12],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[13],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[14],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[15],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[16],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[17],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[18],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[19],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[20],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[21],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[22],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[23],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[24],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[25],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[26],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[27],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[28],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[29],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[30],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[31],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[32],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[33],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[34],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[35],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[36],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[37],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[38],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[39],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[40],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[41],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[42],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[43],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[44],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[45],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[46],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[47],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[48],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[49],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[50],
COMMENT,,MOLA_L01_IO_B,,,MOLA_L01_IO_B.IP[51],
